objid,ra,dec,petroR90_r,spiral,elliptical
1237663783129907454,14.35342,-0.7401944,8.80112,0,1
1237663783129972795,14.47371,-0.8146667,8.240686,0,1
1237661150842322998,197.9982,48.89708,10.8539,1,0
1237651274029269461,116.3579,43.06458,11.62906,1,0
1237651274029334947,116.547,43.26664,8.063187,1,0
1237651274029531176,116.7242,43.57692,10.52789,1,0
1237651754543546529,171.6087,2.93275,15.59965,1,0
1237658422483026028,166.7269,6.203639,10.48845,0,1
1237655499207475472,217.7579,-1.717222,9.153536,1,0
1237665537075773680,234.3337,23.29928,7.043737,1,0
1237667212136022091,174.3349,30.14294,7.231627,1,0
1237661150842454163,198.5311,48.95067,10.77753,0,1
1237661066017112678,127.1635,7.374361,8.092505,0,1
1237651752948727933,207.6887,1.538417,3.796755,0,1
1237671932280766567,159.2264,9.668555,20.83234,1,0
1237654604792201292,167.7816,4.337861,8.30651,0,1
1237651274030449014,118.3285,45.462,13.94641,1,0
1237665373867737428,234.6951,23.08667,4.856802,0,1
1237665101145964701,234.8953,23.199,13.1869,1,0
1237671122692210971,147.4724,12.90911,12.29533,1,0
1237663783655505951,348.5479,-0.3637222,8.575418,0,1
1237660024494096502,337.875,-1.23675,10.06369,0,1
1237658300598517765,137.1035,6.065694,13.58261,0,1
1237651274030580096,118.6015,45.70064,8.492506,0,1
1237651274030645668,118.7161,45.8225,12.26167,1,0
1237651503805694182,201.517,-0.4419167,10.55229,0,1
1237651503805759630,201.6686,-0.6221389,15.37173,1,0
1237671122694045931,151.7469,13.52131,8.731145,0,1
1237671122694176894,151.9504,13.59594,7.898919,0,1
1237651503806218432,202.6757,-0.5537222,4.360945,0,1
1237651755079827652,170.3623,3.444917,14.38869,1,0
1237651755079893136,170.4906,3.3755,8.644198,0,1
1237651755079958619,170.5364,3.411139,9.24784,1,0
1237667212136284381,175.137,30.14864,7.014545,1,0
1237667910057787515,188.4942,23.90147,6.306789,1,0
1237667211062739047,175.6621,29.36972,5.332114,1,0
1237667212669550656,165.5271,29.50031,7.19349,1,0
1237667212669550697,165.6192,29.57711,13.35266,1,0
1237651274030842120,118.9837,46.2098,10.47145,0,1
1237651274031038496,119.3704,46.47867,10.05941,1,0
1237651274031104090,119.4227,46.67303,6.858056,0,1
1237655108363092133,131.355,45.96106,18.09703,1,0
1237655108363092176,131.4104,45.97967,11.63245,1,0
1237665428638859377,225.4959,23.66453,8.912706,1,0
1237667430102335577,161.1075,25.29964,9.232297,1,0
1237667430102859899,162.4035,25.47572,11.50961,0,1
1237660024522932282,43.76329,-1.189472,19.25736,1,0
1237651274031497507,120.1396,47.50978,12.38315,1,0
1237648721230495965,179.4471,-0.1853333,6.986792,1,0
1237651225170870403,255.5934,61.16653,10.72143,1,0
1237651225170870538,255.7285,61.28472,10.21058,0,1
1237654605321535657,150.5137,3.969167,8.413874,1,0
1237654605321601260,150.5554,4.111945,11.42315,1,0
1237654605321601369,150.6788,4.041306,15.26268,1,0
1237665101146554537,236.1598,22.69611,8.371423,0,1
1237665101146751290,236.5577,22.42792,5.394124,0,1
1237665101146751043,236.5725,22.37139,15.53088,1,0
1237651274032283857,121.687,48.8688,7.960755,0,1
1237661150842912850,200.0405,48.62206,6.618361,1,0
1237658302742069448,160.5685,57.06325,11.81894,0,1
1237659132205531297,205.8487,52.96914,7.952508,0,1
1237659131673247822,220.8502,48.6145,9.215984,0,1
1237665428638924844,225.5768,23.57244,10.3993,0,1
1237651752948990087,208.3014,1.633194,6.916539,0,1
1237651274032677021,122.455,49.61558,10.18191,1,0
1237667910058115215,189.3527,23.86406,16.60991,1,0
1237667910058180724,189.5735,23.75128,5.901649,1,0
1237665428639121618,226.1102,23.41494,14.12157,0,1
1237665428639187006,226.2247,23.26464,5.894528,0,1
1237660024494424298,338.6902,-1.082278,12.89381,0,1
1237660024494489821,338.7998,-1.147194,16.44589,0,1
1237658802041782601,199.9357,54.26225,7.624934,1,0
1237658802041913492,200.3984,54.02939,10.68322,1,0
1237663783130235030,15.02312,-0.798,13.61177,0,1
1237658802042044599,200.9514,54.05089,7.883027,1,0
1237658802042110212,201.2343,54.03578,10.60489,0,1
1237658802042765447,203.61,53.75566,7.545098,0,1
1237658802043158604,204.902,53.3285,7.450583,0,1
1237658802043158680,205.0699,53.34139,9.234169,0,1
1237658802043551850,206.5076,53.19436,5.698534,1,0
1237658302742659214,162.857,57.59558,6.938342,0,1
1237658302742790366,163.354,57.53375,6.620022,1,0
1237658302742855792,163.5728,57.72628,15.78048,1,0
1237651755080679543,172.2315,3.409083,13.86644,1,0
1237667212669681838,165.9942,29.6015,11.45944,1,0
1237667212669747240,166.1487,29.51961,15.22278,1,0
1237658192148168983,126.554,31.96864,7.643936,0,1
1237658192148234464,126.6233,32.17628,7.106234,0,1
1237662636915098007,246.1764,7.182556,20.37582,1,0
1237662636915098042,246.2096,7.296417,8.641576,1,0
1237662636915098173,246.2348,7.242361,9.491881,1,0
1237648722848907347,197.2103,1.25675,8.221308,1,0
1237674602140598549,208.853,1.482944,6.871979,0,1
1237651274033004769,122.9408,50.26394,10.43256,0,1
1237651274033070408,123.2097,50.34872,9.08043,1,0
1237659131673247886,220.9357,48.54986,13.24329,0,1
1237655108363419833,132.2646,46.48711,7.559695,0,1
1237659324408004692,217.8896,54.30233,13.26235,0,1
1237659324408070256,218.1692,54.31472,10.84699,1,0
1237659324408135808,218.5197,54.33933,4.891102,0,1
1237659324408135823,218.4577,54.22947,6.451876,0,1
1237659324408201297,218.6595,54.21161,10.84375,0,1
1237651225170935989,255.7645,61.04389,25.39764,1,0
1237651225171001472,255.8223,60.88164,8.970481,1,0
1237651755080941692,172.9178,3.315889,10.40604,1,0
1237663542602039492,313.8216,-0.4734722,7.91241,1,0
1237648721764483278,172.911,0.3392222,11.33873,0,1
1237648721230299380,179.0652,-0.2055278,9.497184,1,0
1237662637980385466,227.186,11.95661,8.373184,1,0
1237662636906381480,226.431,11.28956,7.715931,1,0
1237667323784331377,160.5888,25.82017,9.908156,0,1
1237667323784331424,160.6679,25.82992,8.522506,1,0
1237667430103187574,163.2818,25.65958,19.83508,1,0
1237665428639318163,226.62,23.314,8.96594,1,0
1237665428639318171,226.5684,23.14725,9.690491,0,1
1237667430103318645,163.5875,25.82444,6.32742,0,1
1237667212670140567,167.1263,29.83706,12.69631,1,0
1237659324408725684,220.3895,53.66278,9.240673,1,0
1237651503806546234,203.4243,-0.4380555,6.744596,0,1
1237652900235771982,56.61237,-6.53125,20.7417,1,0
1237667910059032769,191.6338,23.67192,11.00779,0,1
1237667783378796661,202.698,21.98406,6.724425,1,0
1237659329235714248,233.1208,48.29156,7.069843,1,0
1237651755081007308,173.0566,3.470278,8.038204,0,1
1237651755081072796,173.1879,3.464861,7.69512,1,0
1237648721229906078,178.0537,-0.1141389,11.2426,1,0
1237658424630575202,166.8531,7.909778,6.120101,0,1
1237648721229774911,177.879,-0.07775,8.153303,1,0
1237671139870638202,177.4409,-0.05705556,8.994141,1,0
1237671127515201781,177.0992,-0.18775,5.649529,1,0
1237671140407443474,177.0664,-0.05788889,7.371036,1,0
1237662637980778709,228.1881,11.89289,7.734657,0,1
1237662637443907794,228.0136,11.46669,10.15358,1,0
1237662637443907840,228.0609,11.42069,6.594939,1,0
1237662637980844304,228.3145,11.70442,5.553164,1,0
1237661150843830389,203.2403,48.31547,13.07141,1,0
1237663783130366128,15.4105,-0.6537778,3.985258,0,1
1237671955909181578,204.969,-0.6113333,8.762051,1,0
1237667212670206006,167.2177,29.80122,12.80035,1,0
1237659324409053359,221.3562,53.1577,8.240618,1,0
1237659324409184503,221.9228,53.02106,10.39908,0,1
1237650761315188922,176.2622,-2.864889,9.008741,0,1
1237663783130628392,16.00725,-0.8130556,15.36636,0,1
1237652935109902925,324.35,-7.587861,7.953351,0,1
1237658424091279645,161.381,7.16225,8.613866,1,0
1237663783130759334,16.21621,-0.6480833,11.74345,1,0
1237659324409446601,222.8233,52.68997,8.665471,1,0
1237648721231544377,181.8533,-0.1583333,15.59397,1,0
1237663783131021400,16.77625,-0.7155,8.482558,1,0
1237667430104039483,165.2874,26.09022,5.286145,0,1
1237667430104039515,165.3661,25.92758,7.445907,0,1
1237667323785445621,163.358,26.29036,11.1375,1,0
1237651752408318085,199.6919,1.284028,6.936877,0,1
1237659324409708705,223.6036,52.50256,4.280336,0,1
1237667212670468194,167.9181,29.84892,9.665876,0,1
1237665372260204836,240.9122,18.90167,9.346148,0,1
1237665372260532290,241.5255,18.60689,14.10994,0,1
1237671690153296118,242.0876,18.28564,11.92424,1,0
1237659324410167506,225.0553,51.769,6.463686,0,1
1237659324411150499,228.075,50.5578,17.54245,1,0
1237652935111410127,327.8081,-7.806667,7.376473,1,0
1237652935111541006,328.0577,-7.876945,9.664148,0,1
1237651274034643134,126.745,53.21242,13.31598,1,0
1237651274034970843,127.6361,53.86417,7.628685,0,1
1237651274035036439,127.7756,53.98719,10.20226,0,1
1237659324411216035,228.171,50.51275,11.02621,1,0
1237659324411478250,228.9556,50.04611,9.543309,1,0
1237659324411674788,229.5324,49.79314,4.401651,0,1
1237651274035101938,127.8505,53.99669,10.30581,1,0
1237651274035167400,127.8484,54.24047,7.559327,1,0
1237671142554468535,175.0477,-0.1283333,6.454808,1,0
1237648721228464139,174.7639,-0.206,25.17695,1,0
1237673705042149479,117.7296,41.31178,12.95302,1,0
1237659324411871438,230.0217,49.50167,11.21504,1,0
1237652935111671825,328.3316,-7.914195,12.21352,0,1
1237651192426987821,120.109,44.009,10.76837,0,1
1237651192427315487,120.6137,44.59425,7.830613,1,0
1237651192427839782,121.6044,45.55594,7.524238,1,0
1237651192428036140,121.9647,45.91819,9.214638,0,1
1237651494684721385,122.1401,46.17019,7.663678,0,1
1237651494685180204,123.0165,47.08442,5.426013,0,1
1237651252556988609,123.9603,47.811,10.29508,0,1
1237651252556988735,123.9591,47.95275,12.04379,1,0
1237663543137797398,311.3632,-0.1110278,6.381737,1,0
1237663543138059153,311.9147,-0.1718056,8.461307,1,0
1237671690153427396,242.4739,18.09053,8.739158,0,1
1237667212670599265,168.331,29.81108,16.29621,0,1
1237667212670664862,168.5306,29.90936,8.03826,1,0
1237667212670730358,168.583,29.98636,10.88491,1,0
1237667212670730372,168.6627,29.88533,7.830373,1,0
1237652935640154827,309.2419,-5.199528,4.463719,0,1
1237663543138255453,312.277,-0.1464167,7.384418,1,0
1237658424091672654,162.1826,7.256222,12.25526,1,0
1237660024523391008,44.84667,-1.166667,7.970437,0,1
1237660024523325544,44.76029,-1.116556,7.749365,1,0
1237660024523784504,45.74913,-1.081861,21.13852,1,0
1237660584446001255,156.1602,9.166306,9.441303,1,0
1237660584446001269,156.1797,9.181222,9.793627,0,1
1237660584446132285,156.4111,9.061417,8.797109,1,0
1237660584446132370,156.5098,9.19425,10.99243,0,1
1237658424091869255,162.6362,7.158834,13.24983,1,0
1237652935640613663,310.3248,-5.323278,6.812683,0,1
1237659324412264547,230.9955,49.0395,6.035083,1,0
1237657856073072839,180.1756,51.87983,10.21513,1,0
1237651252557447447,125.0328,48.75514,8.601934,0,1
1237660024523849987,45.97529,-1.187694,14.59664,1,0
1237657856073269357,180.8002,51.8125,15.74098,0,1
1237659324412526601,231.7009,48.61497,20.93405,0,1
1237651252551287014,113.923,37.09581,11.40186,1,0
1237651252551287282,114.0062,37.07664,5.344482,0,1
1237665548358582415,228.3999,20.04261,10.95647,0,1
1237665567686525218,228.5021,19.97556,12.87143,1,0
1237658424092131542,163.3238,7.194556,8.144207,1,0
1237657856073465935,181.5735,51.98239,5.159507,0,1
1237657856073662551,182.1968,52.00075,9.681602,0,1
1237657856073793676,182.8808,51.8635,17.11055,1,0
1237657856074055846,183.884,51.91311,19.36357,1,0
1237662637444366661,229.1493,11.15506,7.87055,1,0
1237662637444497617,229.354,11.20781,6.279377,1,0
1237662637444497715,229.4245,11.08961,5.952946,0,1
1237667430638420041,159.0784,25.4712,8.946549,1,0
1237667430638420071,159.0244,25.35275,4.996326,0,1
1237667430638485697,159.3323,25.35489,7.194097,1,0
1237665428640104660,228.4178,22.63347,12.74408,0,1
1237665429173895202,221.2983,25.20228,11.11495,1,0
1237651252551811144,114.753,38.12775,12.32432,1,0
1237662637444628547,229.6678,11.14014,5.968599,1,0
1237662636907888896,229.9047,10.55928,7.117727,1,0
1237662636908020006,230.2062,10.58092,4.225003,1,0
1237657856074186887,184.2835,51.99875,13.91054,1,0
1237663543138517194,312.9092,-0.05588889,15.2206,0,1
1237665429174223016,222.0445,25.13089,7.530582,1,0
1237651252552401242,115.5612,39.30494,9.040895,1,0
1237663543138714554,313.4254,-0.1608611,9.383594,1,0
1237663543138714790,313.4346,-0.1180556,6.818577,0,1
1237663543138845573,313.7188,-0.1958055,4.650546,1,0
1237662637445152934,230.9449,10.88036,10.42979,1,0
1237667212671516790,170.8069,30.11481,11.82031,1,0
1237651252552663438,116.1285,39.81414,8.344945,0,1
1237651252552794371,116.1842,40.04233,6.714962,1,0
1237667212671647900,171.0572,30.12686,6.518317,1,0
1237659324941860978,206.9407,57.5405,11.75765,0,1
1237659324941926538,207.3724,57.482,15.62542,0,1
1237659324942057592,207.8211,57.42955,6.226265,1,0
1237673706116087832,117.9237,42.30355,17.78996,1,0
1237673706116022667,117.934,42.25344,11.5074,1,0
1237659324942254175,208.4755,57.16828,16.13504,0,1
1237659324942254265,208.6897,57.30669,7.399005,1,0
1237659324942647478,210.1283,56.88761,7.929968,1,0
1237659324943106151,211.7856,56.5402,18.2212,1,0
1237659324943237142,212.3005,56.39892,15.64775,0,1
1237663543674275099,310.4211,0.2628056,5.894615,1,0
1237662637445153233,230.9399,10.96933,11.80773,1,0
1237662637445218456,230.9836,10.92114,6.160314,0,1
1237671690154541216,244.8462,17.00672,7.00284,1,0
1237663783131218174,17.22079,-0.7609722,10.35488,1,0
1237673706653090101,118.4112,42.65522,6.019342,1,0
1237651495220019571,118.8881,43.42,7.750646,1,0
1237663543674471174,310.7958,0.2628056,7.356922,1,0
1237657856074448933,185.2832,51.89642,13.71484,1,0
1237657856074514573,185.5117,52.03831,7.427723,1,0
1237662637445284151,231.1915,10.74522,5.520349,0,1
1237662637445480736,231.6561,10.76944,11.2275,1,0
1237663543674733779,311.502,0.3920555,7.81575,0,1
1237663543674799365,311.6588,0.3393611,16.11428,0,1
1237651495220412446,119.6115,44.04625,10.04884,1,0
1237651495220543666,119.8048,44.32019,13.1344,1,0
1237663543675126583,312.3056,0.3255278,11.56785,1,0
1237661150845009979,207.0061,47.59406,10.99719,1,0
1237651495220674854,120.1468,44.60236,8.935472,0,1
1237651495220674995,119.9853,44.5887,10.22028,1,0
1237651495220740314,120.2114,44.75228,10.02056,0,1
1237651495220805953,120.2731,44.97361,13.03747,0,1
1237663543675454035,313.04,0.3103056,7.764006,0,1
1237651495221133570,120.8462,45.53108,11.06092,0,1
1237651495221264416,121.1486,45.68289,4.76428,1,0
1237651495221395662,121.2679,45.97092,5.654418,0,1
1237651495221526799,121.5667,46.28864,8.381395,1,0
1237651495221526951,121.6136,46.30789,15.69233,1,0
1237663543675454124,313.0589,0.3964722,4.679129,0,1
1237663544210817687,309.7055,0.6908056,10.9464,0,1
1237663544211079449,310.217,0.6527778,20.23644,1,0
1237651495221854412,122.2583,46.78883,10.03318,0,1
1237651495222181934,122.7188,47.51994,10.89252,1,0
1237651537639637154,191.4704,66.4968,7.27991,0,1
1237651495222575407,123.4163,48.23717,5.440173,1,0
1237662636908675149,231.6974,10.33,10.8062,1,0
1237667212672434297,173.2064,30.43008,10.01054,0,1
1237652935641662072,312.7039,-5.690861,6.266898,1,0
1237657856075497588,189.1151,51.84883,6.299486,0,1
1237651495222640719,123.6727,48.42472,5.511189,0,1
1237652935641858733,313.1037,-5.760111,6.068089,1,0
1237652935641924525,313.3758,-5.71475,6.8304,0,1
1237659132206514265,209.2585,52.29258,7.156527,1,0
1237660614512017508,173.3055,10.10803,13.37027,0,1
1237660614512082980,173.4339,10.08867,12.47047,1,0
1237671690154803607,245.3804,16.70603,7.402309,1,0
1237671690689249660,240.3845,19.48539,10.44346,1,0
1237651495753220555,112.7975,36.396,9.283544,0,1
1237652935642317463,314.2091,-5.754861,10.47623,1,0
1237667430638747838,159.9096,25.65333,6.74113,1,0
1237667324320481432,158.7755,26.01583,10.62236,1,0
1237665429174485124,222.6421,24.82153,17.5673,1,0
1237665429174485195,222.7343,24.9185,11.82481,1,0
1237667212672762003,174.0661,30.4,8.755907,1,0
1237667212672762008,174.0696,30.48831,11.2048,0,1
1237667212672893026,174.3232,30.41956,7.67362,1,0
1237652935642513426,314.6072,-5.812861,12.33767,0,1
1237678617934037839,312.7688,0.8333889,5.520189,0,1
1237651495753548145,113.4723,37.02589,20.66809,1,0
1237651495753744829,113.7117,37.43995,8.476329,1,0
1237665429174681672,223.0722,24.77603,11.72075,0,1
1237652935643103925,315.9583,-6.101666,5.059676,1,0
1237652935643300622,316.4205,-6.124389,6.634153,1,0
1237665567686656212,228.8516,19.81067,7.45638,1,0
1237665567686721651,228.8805,19.79567,8.594251,1,0
1237660024494620924,339.1797,-1.181722,5.587244,1,0
1237663783656751634,351.3515,-0.3526667,11.47877,1,0
1237667252934541405,165.4816,27.63258,9.11689,1,0
1237659743703335557,309.3116,1.10125,7.971392,1,0
1237656896139690939,309.4727,1.219444,10.81118,1,0
1237659743703466712,309.6441,1.122361,3.889919,0,1
1237665429174812720,223.4821,24.59053,11.75136,0,1
1237667910060408952,195.0222,23.59358,8.171455,1,0
1237663783131349163,17.53863,-0.70025,7.810941,1,0
1237663783131545720,18.01687,-0.7310833,7.702778,0,1
1237663783131545860,18.05154,-0.7044722,6.684427,1,0
1237663783131545683,18.11175,-0.7771667,6.929381,0,1
1237667252934803627,166.1651,27.72389,27.31465,1,0
1237667252934869126,166.3996,27.68306,6.463717,0,1
1237667252935065731,166.7999,27.76533,8.581614,1,0
1237662637445874042,232.5679,10.49919,6.947665,1,0
1237662637445874054,232.5951,10.61531,9.116888,0,1
1237667252935458912,167.8723,27.99089,6.806278,1,0
1237651495754203503,114.1603,38.32264,11.13341,1,0
1237655108363747454,133.0193,47.03595,15.00179,0,1
1237651495754727751,114.9249,39.33333,7.605566,1,0
1237651495754793244,115.0769,39.434,7.037177,1,0
1237651495754793357,115.1577,39.51797,7.250676,0,1
1237661150846320885,211.2776,46.53061,10.90585,0,1
1237652900236755041,58.76979,-6.221361,24.6434,1,0
1237656896140738608,311.8804,1.176917,7.124236,1,0
1237660614512279648,173.9162,10.16744,12.25719,0,1
1237651495754924248,115.3973,39.79092,10.52313,0,1
1237651495754924392,115.2392,39.77961,10.55332,1,0
1237651495754924435,115.2449,39.80622,7.154895,1,0
1237655108364140684,133.9057,47.59594,7.699989,0,1
1237655108364599508,135.3521,48.28231,6.721911,0,1
1237658302742921326,163.8293,57.71628,14.82729,1,0
1237658302742986882,164.1127,57.8165,6.780633,1,0
1237658302742986909,164.2912,57.67944,9.440475,1,0
1237658302743052460,164.42,57.8955,3.934781,0,1
1237671930671464538,162.3174,8.81275,14.3217,1,0
1237667430638944380,160.3647,25.68417,11.07952,1,0
1237667430639009981,160.5682,25.6085,8.664847,0,1
1237667252935524472,168.0075,27.84828,11.50875,0,1
1237667252935589947,168.105,27.96467,10.69758,1,0
1237665567686721794,228.9919,19.72706,11.82906,1,0
1237665567686918265,229.3214,19.63939,11.47827,0,1
1237665567686918440,229.4581,19.58367,5.407824,1,0
1237665567686983885,229.5287,19.49942,5.901911,1,0
1237655108364795985,135.7121,48.70856,8.09088,0,1
1237665567687246059,230.1565,19.39414,5.504834,0,1
1237665548359434416,230.3307,19.22703,8.862379,0,1
1237671690689839250,241.706,19.02411,11.77331,0,1
1237671930671595664,162.5892,8.747,13.82083,1,0
1237658300598911202,138.1012,6.104139,6.228916,0,1
1237665567687377186,230.4396,19.28442,8.839082,0,1
1237665567687442701,230.6292,19.26142,29.51868,1,0
1237660024524046445,46.33725,-1.17375,7.381533,1,0
1237662637446135926,233.1612,10.45314,15.73745,1,0
1237662637446136230,233.2099,10.46597,6.869577,1,0
1237648721231675582,182.1821,-0.1606945,7.214041,0,1
1237651225171394762,256.3968,60.14569,10.04371,1,0
1237648721231806730,182.4712,-0.01602778,14.7202,1,0
1237648721231872094,182.529,-0.04544444,6.183083,1,0
1237648721231872163,182.6341,-0.1635833,8.761157,0,1
1237658192148496598,127.1225,32.49753,11.16785,1,0
1237671955909116102,204.9851,-0.5003889,6.979754,1,0
1237671956446052489,205.2798,-0.42125,7.589814,1,0
1237660024494817623,339.641,-1.129278,8.747851,1,0
1237671991342334186,206.0306,-0.4756667,8.594689,1,0
1237667254009135374,167.6037,28.70819,11.61062,1,0
1237667252935590063,168.2263,28.00078,9.633301,1,0
1237665567687573860,230.8811,19.17295,5.562418,0,1
1237665567687639255,231.0936,19.0515,17.08479,1,0
1237658424092328094,163.7349,7.348667,6.077752,0,1
1237658424092459103,163.9544,7.245584,8.300995,1,0
1237665428100284620,221.3954,24.44508,7.593653,1,0
1237667252935655543,168.2772,28.05361,17.75647,1,0
1237667252935721065,168.5072,27.98086,9.451861,1,0
1237651225171591281,256.8385,59.6997,9.566261,0,1
1237651225171657001,256.9024,59.54672,5.951758,1,0
1237659329236107425,233.9294,47.71169,10.37089,0,1
1237654605323108522,154.1211,4.245028,8.934502,1,0
1237654604785254531,151.8721,3.673639,13.72297,0,1
1237660024524243173,46.77446,-1.134417,13.57472,1,0
1237671930671595681,162.601,8.633528,7.999699,0,1
1237671930671595706,162.6071,8.753195,9.061102,1,0
1237660024524374095,47.03316,-1.236806,13.19899,1,0
1237671127517823010,180.07,5.076222,8.874104,1,0
1237654605323370541,154.6808,4.290278,12.20061,0,1
1237651755081793661,174.8618,3.471139,17.12075,1,0
1237667783909638203,187.8092,23.48761,11.56673,0,1
1237665429175337053,224.7446,24.17103,6.866449,1,0
1237665429175402532,224.8652,24.21858,7.673956,0,1
1237651225171984589,257.5404,58.93067,9.446545,0,1
1237655499208327495,219.7248,-1.772972,6.166175,0,1
1237655499208392756,219.8535,-1.785083,7.870209,1,0
1237662636909265374,233.0739,9.9445,11.42035,0,1
1237662637446267243,233.4451,10.30844,7.533707,1,0
1237667254009266374,167.8508,28.73058,11.71278,0,1
1237667212132417678,164.99,29.01658,8.625624,1,0
1237667252936179749,169.7019,28.12731,8.519207,0,1
1237659324943237272,212.4254,56.45,6.663761,1,0
1237658802571247928,170.6456,54.73886,11.14366,0,1
1237658802571509909,171.5993,54.85286,9.726766,0,1
1237653652378419354,15.65958,15.1685,8.895674,0,1
1237658424092983376,165.1837,7.294889,8.276763,1,0
1237671140409934077,179.7144,5.103028,10.91271,0,1
1237671930671661165,162.7365,8.778444,7.430362,1,0
1237671930671661199,162.7607,8.659945,10.84136,1,0
1237671930671661217,162.7834,8.789639,8.989188,1,0
1237665429175402659,224.8063,24.27658,13.8244,1,0
1237651752950300727,211.4021,1.544361,11.67578,0,1
1237674603752128714,211.3868,1.410083,9.222224,1,0
1237651225172246821,257.6185,58.2915,11.42671,0,1
1237663783131611257,18.15738,-0.7398056,8.717237,1,0
1237662637446332535,233.5665,10.33364,8.705622,1,0
1237651538704138400,144.0185,61.04592,10.82342,0,1
1237665567687901362,231.6107,18.89883,7.400187,1,0
1237667252936245368,169.9166,28.25611,8.210154,1,0
1237667252936310949,169.9823,28.17136,5.432133,0,1
1237667430639337683,161.3943,25.91792,9.838842,1,0
1237667430639403283,161.5306,25.90492,21.42931,1,0
1237658425155321966,139.046,6.329444,18.92663,1,0
1237648721231872184,182.6483,-0.1715,11.09604,1,0
1237648721232068834,183.0814,-0.07630555,7.896708,1,0
1237660024495079512,340.201,-1.153806,16.94746,1,0
1237660024495079645,340.2399,-1.252417,15.53483,1,0
1237651538704466053,145.3325,61.4902,7.57799,1,0
1237659329236631664,235.1923,46.91381,8.914693,1,0
1237659329236762690,235.6368,46.78728,7.716624,1,0
1237659329236893731,235.8001,46.47495,7.466387,1,0
1237665429175599244,225.3153,24.11456,8.949423,1,0
1237667324321726555,161.7774,26.57961,12.09611,0,1
1237652900237017250,59.41104,-6.274667,11.87086,1,0
1237661150846386377,211.4227,46.42747,15.88504,1,0
1237661150846386436,211.534,46.60255,10.77201,0,1
1237667910063423570,202.4731,22.81389,12.38738,1,0
1237651538704728095,146.1672,61.79178,12.61783,1,0
1237659329774026956,237.1302,46.42205,7.362724,1,0
1237655499208589672,220.3508,-1.712083,10.41511,1,0
1237674604289130822,211.934,1.570389,5.272866,1,0
1237651752950825059,212.4818,1.476778,9.659221,1,0
1237655499740283086,208.4555,-1.466806,10.21308,0,1
1237655499208851666,220.9092,-1.803889,7.442258,1,0
1237678596459201564,312.8617,1.09275,6.222614,1,0
1237657627918532628,184.652,51.4147,16.01878,1,0
1237658302743118006,164.7236,57.8013,8.090219,0,1
1237665429175795901,225.7977,23.99083,9.762958,1,0
1237665429175861361,225.92,23.8645,5.917524,0,1
1237673703967555962,115.4116,39.99981,8.80115,0,1
1237654605323436134,154.7461,4.281694,7.967419,1,0
1237667910591316052,180.1457,24.10511,6.764621,1,0
1237658302743511206,166.3124,58.0225,5.772574,0,1
1237658302743576719,166.5965,58.15389,19.00057,0,1
1237667910591447146,180.5453,24.18006,6.067599,0,1
1237671930671792204,163.0377,8.668583,10.2453,0,1
1237662637447119199,235.459,10.05319,13.17403,1,0
1237662637447250046,235.6455,10.01039,11.01308,0,1
1237665567687966954,231.8346,18.82722,4.34083,1,0
1237652935644611083,319.4193,-6.60025,5.86194,0,1
1237667783911997534,193.7046,23.3012,10.85132,1,0
1237660024524505364,47.38829,-1.156222,7.012908,1,0
1237667910591840325,181.4109,24.21842,14.39541,1,0
1237667910591840348,181.4378,24.25936,11.06738,1,0
1237667910591840368,181.4426,24.16803,12.79665,0,1
1237658802571509961,171.7167,54.84586,6.733881,0,1
1237658802571575410,171.8564,54.84686,6.859472,1,0
1237658802571575429,171.897,54.88531,10.02253,1,0
1237671957519990967,206.3143,-0.5279167,13.36172,1,0
1237671690691215750,244.6098,17.56511,6.078722,0,1
1237660024524767287,48.05362,-1.061917,14.44036,0,1
1237663237127667769,48.4785,-1.113361,6.881984,0,1
1237658424093180010,165.6782,7.416972,8.972407,1,0
1237651755082252421,175.8695,3.388667,17.27245,1,0
1237651755082317991,175.9797,3.416972,8.78396,1,0
1237667910591971525,181.8517,24.19469,10.02855,1,0
1237662637447315576,235.8817,9.880944,7.94184,0,1
1237651225172377632,257.9082,58.05839,12.61105,0,1
1237651225172443560,258.0994,57.84692,7.324803,0,1
1237659324943696062,214.0816,55.96247,7.772746,0,1
1237650760242692183,179.0605,-3.610528,10.9388,1,0
1237651755082514449,176.4843,3.393389,5.553537,0,1
1237671931744157753,159.805,9.425056,8.322603,0,1
1237663237127995603,49.34296,-1.141917,8.053056,1,0
1237651538704859296,146.777,62.01989,9.095812,0,1
1237663237128388701,50.13054,-1.2285,7.243909,0,1
1237653652378550431,15.9345,15.12147,9.719731,1,0
1237671991879401639,206.6578,-0.6113611,4.250175,0,1
1237654028718309488,172.3753,1.40725,6.817155,0,1
1237651755082580026,176.5267,3.365278,5.38641,1,0
1237658802571640921,172.1865,54.78711,7.649596,1,0
1237651225172508956,258.1047,57.74658,8.297131,0,1
1237662636911231586,237.5728,9.103194,5.006028,1,0
1237667910592037022,182.0251,24.15861,8.919333,0,1
1237667910592102518,182.108,24.31914,9.935387,1,0
1237667910592102528,182.1326,24.28239,12.37066,0,1
1237658802571903121,173.0969,54.983,13.53896,1,0
1237658802572034157,173.6591,54.99166,12.27277,1,0
1237658802572099736,174.0164,55.06384,8.561253,0,1
1237658802572099737,174.0146,55.07531,23.14389,0,1
1237665536002687161,235.471,21.95106,10.90368,0,1
